Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
160794;Southern Comfort;Sazerac Company;0,35 l;14.98;42.51;;S40;Liköörit ja Katkerot;Hedelmäliköörit;;;Yhdysvallat;;;;;;Kullanruskea, kevyt, terävä, hedelmäinen, viskiarominen, kevyen vaniljainen;pullo;metallinen kierrekapseli;35.0;;100;;;;240.0;vakiovalikoima;1,21E+12
917116;A. Bergere Blanc de Blancs Champagne Brut;A. Bergere;0,75 l;44.50;59.33;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, briossinen, sitruksinen, persikkainen;pullo;luonnonkorkki;12.0;7.0;8;;;;70.0;tilausvalikoima;3,70081E+12
901058;A. Bergere Champagne Brut Nature;A. Bergere;0,75 l;44.50;59.33;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kukkainen, briossinen, sitruksinen;pullo;luonnonkorkki;12.0;6.Sep;3;;;;70.0;tilausvalikoima;3,70081E+12
922311;A. Bergere Origine Champagne Brut;A. Bergere;0,75 l;40.89;54.39;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, briossinen, kukkainen, sitruksinen;pullo;luonnonkorkki;12.0;6.Jul;6;;;;70.0;tilausvalikoima;3,70081E+12
504097;A. Bergère Les Vignes de Nuit 100% Chardonnay Champagne Extra Brut;André Bergère;0,75 l;79.90;106.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, valkopersikkainen, sitruksinen, kermainen, mineraalinen, hennon briossinen, pitkä;pullo;luonnonkorkki;12.0;6.0;5;;;;70.0;erikoiserä;3,70081E+12
909944;A.D Coutelas Cuvée 1809 Champagne Extra Brut;A.D Coutelas;0,75 l;77.72;103.63;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, kukkainen, persikkainen, moniulotteinen;pullo;luonnonkorkki;12.0;9.May;5;;;;70.0;tilausvalikoima;3,76022E+12
926271;A.D Coutelas Louis Victor Solera Champagne Extra Brut;A.D Coutelas;0,75 l;49.90;66.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruunainen, punaomenainen, paahteinen;pullo;luonnonkorkki;12.0;7.Jan;6;;;;70.0;tilausvalikoima;3,76022E+12
900003;A.D Coutelas Origin Champagne Brut;A.D Coutelas;0,75 l;39.95;53.27;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Kuiva, hapokas, kukkainen, sitruunainen, tyylikäs;pullo;luonnonkorkki;12.0;5.Jul;9;;;;70.0;tilausvalikoima;3,76022E+12
935813;A.D Coutelas Vintage Champagne Extra Brut 2014;A.D Coutelas;0,75 l;55.00;73.33;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;2014;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, omenainen, mineraalinen;pullo;luonnonkorkki;12.0;7.Jan;6;;;;70.0;tilausvalikoima;3,76022E+12
948772;A.D. Coutelas Assemblage Rosé Champagne Brut;A.D. Coutelas;0,75 l;52.85;70.47;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, moniulotteinen, marjainen, hedelmäinen;pullo;luonnonkorkki;12.0;6.Aug;7;;;;70.0;tilausvalikoima;3,76022E+12
910154;A.D. Coutelas Eloge Blanc de Blancs Premium Cru Champagne Brut;A.D. Coutelas;0,75 l;43.91;58.55;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kukkainen, sitruunainen, briossinen;pullo;luonnonkorkki;12.0;6.Apr;8;;;;70.0;tilausvalikoima;3,76022E+12
920866;Alexandre Bonnet Blanc de Noirs Champagne Extra Brut;Alexandre Bonnet;0,75 l;49.90;66.53;uutuus;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, mineraalinen, tyylikäs, hedelmäinen;pullo;luonnonkorkki;12.May;6.Aug;6;;;;70.0;tilausvalikoima;3,45572E+12
598097;Alexandre Bonnet Noir Champagne Extra Brut;Alexandre Bonnet;0,75 l;54.90;73.2;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, erittäin hapokas, kypsän sitruunainen, limettinen, kevyen aprikoosinen, mineraalinen, hennon valkopippurinen, raikas;pullo;luonnonkorkki;12.May;7.Feb;4;;;;70.0;erikoiserä;3,45572E+12
574667;Alexandre Bonnet Rosé Champagne Extra Brut;Alexandre Bonnet;0,75 l;40.19;53.45;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, vadelmainen, karpaloinen, kevyen verigreippinen, yrttinen, hennon paahteinen;pullo;luonnonkorkki;12.May;6.Apr;5;;;;70.0;vakiovalikoima;3,45572E+12
904574;Alexandre Penet Champagne Extra Brut;Alexandre Penet;0,375 l;19.98;53.28;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, moniulotteinen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.0;6.Sep;6;;;;70.0;tilausvalikoima;3,70069E+12
948355;Alexandre Penet Grand Cru Champagne Brut Nature;Alexandre Penet;0,75 l;47.89;63.85;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, erittäin hapokas, hedelmäinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.0;9.Aug;3;;;;70.0;tilausvalikoima;3,70069E+12
911327;Alfred Gratien Champagne Brut;Alfred Gratien;0,75 l;47.50;63.2;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, keltaomenainen, klementiininen, sitruksinen, mantelinen, paahteinen, hennon mineraalinen;pullo;luonnonkorkki;12.May;9.Jul;11;;;;80.0;vakiovalikoima;3,59458E+12
914911;Alfred Gratien Rose Champagne Brut;Alfred Gratien;0,75 l;48.50;64.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, mausteinen, marjainen, sitruksinen;pullo;luonnonkorkki;12.May;9.May;10;;;;80.0;tilausvalikoima;3,59458E+12
936761;Alice Bardot Cuvée Belle Noire  Champagne Brut;Iconic Wines;0,75 l;26.98;35.84;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;ympäristövastuullinen pakkaus;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, hennon mantelinen;pullo;luonnonkorkki;12.May;6.0;10;;;;80.0;vakiovalikoima;7,35008E+12
908408;Alice Bardot Cuvée Grande Reserve Champagne Brut;Iconic Wines;0,375 l;17.98;47.68;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, viheromenainen, paahteinen;pullo;luonnonkorkki;12.May;7.Feb;9;;;;70.0;tilausvalikoima;7,34018E+12
526177;Amour de Deutz Champagne Brut 2011;Deutz;0,75 l;165.94;221.25;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2011;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, kevyen marsipaaninen, hennon briossinen, mineraalinen, vivahteikas, pitkä;pullo;luonnonkorkki;12.0;6.Jan;11;;;;70.0;vakiovalikoima;3,35995E+12
907233;André Clouet Chalky Champagne Brut;Champagne André Clouet;0,75 l;49.80;66.27;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, omenainen, kevyen raparperinen, marsipaaninen, kevyen mineraalinen;pullo;luonnonkorkki;12.0;8.Apr;3;;;;70.0;vakiovalikoima;3,76019E+12
907305;André Clouet Dream Vintage Champagne Brut 2013;Champagne André Clouet;0,75 l;52.99;70.65;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2013;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, mausteinen, punaomenainen, tyylikäs;pullo;luonnonkorkki;12.0;7.Feb;6;;;;70.0;tilausvalikoima;6,43007E+12
947303;André Clouet Dream Vintage Grand Cru Champagne Brut 2006;Champagne André Clouet;0,75 l;60.50;80.67;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2006;AOC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kermainen, punaomenainen, briossinen;pullo;luonnonkorkki;12.0;5.Aug;7;;;;70.0;tilausvalikoima;6,43007E+12
552278;André Clouet Grande Reserve Blanc de Noirs Magnum Champagne Brut;André Clouet;1,5 l;74.89;49.86;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, omenainen, mineraalinen, paahteinen, robusti;pullo;luonnonkorkki;12.0;9.Apr;8;;;;70.0;vakiovalikoima;3,76019E+12
926588;André Clouet Grande Reserve Champagne Brut Jeroboam;Champagne André Clouet;3 l;220.00;73.33;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, omenainen, ryhdikäs;pullo;luonnonkorkki;12.0;7.Feb;8;;;;70.0;tilausvalikoima;6,41929E+12
926394;André Clouet Grande Réserve Blanc de Noirs Champagne Brut;Champagne André Clouet;0,375 l;21.89;58.11;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, sitruksinen, keltaomenainen, kevyen paahteinen;pullo;luonnonkorkki;12.0;7.Apr;9;;;;70.0;vakiovalikoima;3,76019E+12
537517;André Clouet Grande Réserve Blanc de Noirs Champagne Brut;André Clouet;0,75 l;38.99;51.85;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kypsän sitruksinen, kaneliomenainen, mantelinen, mineraalinen, hennon paahteinen;pullo;luonnonkorkki;12.0;6.Sep;8;;;;70.0;vakiovalikoima;3,76019E+12
937997;André Clouet Rosé Champagne Brut;Champagne André Clouet;0,75 l;46.89;62.39;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, punaherukkainen, omenainen, kevyen vadelmainen, marsipaaninen;pullo;luonnonkorkki;12.0;6.Jul;10;;;;70.0;vakiovalikoima;3,76019E+12
904566;André Clouet Rosé Champagne Brut Magnum;Champagne André Clouet;1,5 l;87.90;58.6;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, omenainen, sitruksinen, kirsikkainen, marsipaaninen, mineraalinen;pullo;luonnonkorkki;12.0;6.Apr;5;;;;70.0;vakiovalikoima;6,43007E+12
925577;André Clouet Silver Champagne Brut Nature;Champagne André Clouet;0,75 l;39.99;53.19;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, viheromenainen, hennon greippinen, kevyen briossinen, mausteinen;pullo;luonnonkorkki;12.0;6.Aug;;;;;70.0;vakiovalikoima;3,76019E+12
925807;André Clouet Un Jour de 1911 Champagne Brut;André Clouet;0,75 l;74.90;99.73;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, kaneliomenainen, kypsän sitruksinen, marsipaaninen, kevyen paahteinen, mineraalinen, vivahteikas;pullo;luonnonkorkki;12.0;9.0;10;;;;70.0;vakiovalikoima;3,76019E+12
917163;André Jacquart Mesnil Expérience Grand Cru Blanc de Blanc Champagne Extra Brut;André Jacquart;0,75 l;79.13;105.51;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, mineraalinen, sitruksinen, vivahteikas;pullo;luonnonkorkki;12.May;6.Jan;6;;;;70.0;tilausvalikoima;3,76028E+12
944817;André Legrand Champagne Brut;Winepartners Nordic;0,75 l;29.40;39.07;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, viheromenainen, päärynäinen, sitruksinen, kevyen paahteinen, hennon marsipaaninen;pullo;luonnonkorkki;12.0;6.Apr;10;;;;70.0;vakiovalikoima;3,51812E+12
905787;Armand de Brignac Gold Champagne Brut;Cattier;0,75 l;295.52;394.03;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, Pinot Meunier, ;Erittäin kuiva, hapokas, hedelmäinen, sitruksinen, kukkainen;pullo;luonnonkorkki;12.May;4.Apr;12;;;;80.0;tilausvalikoima;3,76035E+12
951347;Armand de Brignac Rosé Champagne Brut;Cattier;0,75 l;475.51;634.01;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;;Erittäin kuiva, hapokas, marjainen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.May;6.Feb;10;;;;70.0;tilausvalikoima;3,3802E+12
946731;Arnaud Margaine Le Caractère M de Margaine Premier Cru Champagne Extra Brut;Arnaud Margaine;0,75 l;69.29;92.39;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, briossinen, mineraalinen;pullo;luonnonkorkki;12.May;8.Mar;6;;;;70.0;tilausvalikoima;3,76002E+12
956776;Arnaud Margaine Premier Cru Champagne Brut;Arnaud Margaine;0,75 l;46.49;61.99;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, omenainen, paahtoleipäinen;pullo;luonnonkorkki;12.May;7.Feb;8;;;;70.0;tilausvalikoima;3,76002E+12
917261;Arnaud Margaine Premier Cru Champagne Demi Sec;Champagne Arnaud Margaine;0,75 l;47.05;62.73;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Puolimakea, hapokas, sitruunainen, omenainen, paahtoleipäinen;pullo;luonnonkorkki;12.0;7.Jan;35;;;;80.0;tilausvalikoima;3,76002E+12
952056;Arnaud Margaine Premier Cru Rosé Champagne Brut;Arnaud Margaine;0,75 l;57.14;76.19;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;kestävän kehityksen sertifiointi;;Ranska;Champagne;;AOP Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, passionhedelmäinen, mansikkainen, kirsikkainen;pullo;luonnonkorkki;12.0;7.Sep;10;;;;70.0;tilausvalikoima;3,76002E+12
939875;Arnaud Margaine Special Club Premier Cru Champagne Brut 2014;Arnaud Margaine;0,75 l;72.59;96.79;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;2014;AOP Champagne;;Chardonnay, ;Kuiva, hapokas, sitruksinen, briossinen, mineraalinen;pullo;luonnonkorkki;12.0;10.Feb;10;;;;70.0;tilausvalikoima;3,76002E+12
940894;Autréau Premier Cru Champagne Brut;Champagne Autréau de Champillon;0,375 l;19.90;53.07;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, sitruksinen, keltaluumuinen, aprikoosinen, paahteinen, yrttinen;pullo;luonnonkorkki;12.May;6.Jul;7;;;;70.0;vakiovalikoima;3,55393E+12
934683;Autréau Premier Cru Champagne Brut;Champagne Autréau de Champillon;0,2 l;13.95;69.75;;B10;kuohuviinit & samppanjat;Pehmeä & kepeä;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, erittäin hapokas, sitruksinen, viheromenainen, aprikoosinen, mausteinen, kevyen paahteinen;pullo;luonnonkorkki;12.May;6.Jul;10;;;;70.0;vakiovalikoima;3,55393E+12
915046;Autréau de Champillon Blanc de Blancs Grand Cru Champagne Brut;Champagne Autréau de Champillon;0,75 l;43.99;58.65;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, briossinen, elegantti, pitkä;pullo;luonnonkorkki;12.May;6.Jan;8;;;;70.0;tilausvalikoima;3,55393E+12
951188;Autréau de Champillon Premier Cru Champagne Brut;Autréau de Champillon;0,75 l;35.99;47.99;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, elegantti, pitkä, hedelmäinen;pullo;luonnonkorkki;12.May;6.Jun;10;;;;70.0;tilausvalikoima;3,55393E+12
906607;Autréau de Champillon Réserve Grand Cru Champagne Brut;Champagne Autréau de Champillon;0,75 l;39.98;53.31;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, aprikoosinen, keltaluumuinen, sitruksinen, kevyen mantelinen, briossinen;pullo;luonnonkorkki;12.0;7.Jan;10;;;;70.0;vakiovalikoima;3,55393E+12
911811;Ayala Rosé Majeur Champagne Brut;Ayala;0,75 l;60.99;81.19;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, hapokas, vadelmainen, elegantti, hedelmäinen;pullo;luonnonkorkki;12.0;6.Feb;9;;;;70.0;tilausvalikoima;3,11384E+12
911157;Barfontarc Tradition Champagne Brut;Elabore par Cooperative Vinicole Baroville;0,75 l;38.10;50.8;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, punaomenainen, mantelinen, tyylikäs;pullo;luonnonkorkki;12.0;7.0;11;;;;70.0;tilausvalikoima;3,70033E+12
593967;Baron-Fuenté Grande Réserve Champagne Brut;Champagne Baron Fuenté;0,75 l;29.99;39.85;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, keltaluumuinen, klementiininen, mineraalinen, kevyen kermainen, tasapainoinen;pullo;luonnonkorkki;12.May;7.Jan;8;;;;70.0;vakiovalikoima;3,59144E+12
564344;Baron-Fuenté Grande Réserve Champagne Brut;Baron Fuenté;0,375 l;19.29;51.17;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, keltaomenainen, aprikoosinen, kypsän sitruksinen, paahteinen, mausteinen;pullo;luonnonkorkki;12.May;7.0;7;;;;70.0;vakiovalikoima;3,59144E+12
925757;Barons de Rothschild Champagne Brut;Société Champenoise des Barons et Associés;0,75 l;62.99;83.85;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, ;Erittäin kuiva, hapokas, hedelmäinen, sitruksinen, mausteinen;pullo;luonnonkorkki;12.0;4.Jun;7;;;;70.0;tilausvalikoima;3,76018E+12
914102;Bauchet Mémoire Millesime Premier Cru Champagne Brut 2013;Bauchet;0,75 l;50.00;66.53;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;ympäristövastuullinen pakkaus;;Ranska;Champagne;2013;AOP Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, paahtoleipäinen, omenainen;pullo;luonnonkorkki;12.May;6.Jul;8;;;;70.0;tilausvalikoima;3,42362E+12
928763;Bauchet Origine Champagne Brut;Bauchet;0,375 l;18.98;50.35;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.May;6.May;10;;;;80.0;tilausvalikoima;3,42362E+12
956411;Bauchet Origine Champagne Brut;Bauchet;0,75 l;34.99;46.52;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;ympäristövastuullinen pakkaus;;Ranska;Champagne;;AOP Champagne;;Pinot Noir, Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, paahteinen, mineraalinen;pullo;luonnonkorkki;12.May;6.May;10;;;;80.0;tilausvalikoima;3,42362E+12
928747;Beaumont des Crayères Grande Réserve Champagne Brut;Beaumont des Crayères;0,75 l;38.19;50.79;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Pinot Meunier, Pinot Noir, Chardonnay, ;Erittäin kuiva, keskihapokas, sitruksinen, aromikas;pullo;luonnonkorkki;12.0;6.Jul;11;;;;70.0;tilausvalikoima;3,463E+12
565687;Bernard Lonclas Blanc de Blancs Champagne Brut;Bernard Lonclas;0,75 l;37.20;49.6;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, sitruksinen, valkopersikkainen, hennon viheromenainen, mineraalinen, tasapainoinen;pullo;luonnonkorkki;12.0;6.Mar;7;;;;70.0;erikoiserä;3,76019E+12
588777;Bernard Lonclas Blanc de Blancs Vintage Champagne Extra Brut 2013;Bernard Lonclas;0,75 l;82.92;110.56;;B10;kuohuviinit & samppanjat;Pirteä & hedelmäinen;;;Ranska;Champagne;2013;AC Champagne;;Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, aprikoosinen, kevyen punaomenainen, mineraalinen, paahteinen, pitkä;pullo;luonnonkorkki;12.0;6.May;3;;;;70.0;erikoiserä;3,76019E+12
941625;Bernard Robert Réserve Champagne Brut;Bernard Robert;0,75 l;32.98;43.84;;B10;kuohuviinit & samppanjat;Runsas & paahteinen;;;Ranska;Champagne;;AC Champagne;;Pinot Noir, Pinot Meunier, Chardonnay, ;Erittäin kuiva, hapokas, kypsän sitruksinen, keltaluumuinen, punaomenainen, kermainen, kevyen paahtoleipäinen;pullo;luonnonkorkki;12.0;6.Apr;9;;;;70.0;vakiovalikoima;3,76015E+12
947807;Besserat de Bellefon Blanc de Blancs Champagne Brut;Besserat de Bellefon;0,75 l;76.98;102.51;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, ;Erittäin kuiva, erittäin hapokas, sitruksinen, hedelmäinen, paahteinen;pullo;luonnonkorkki;12.May;9.Feb;10;;;;70.0;tilausvalikoima;3,5074E+12
947015;Besserat de Bellefon Grand Cru Blanc de Noirs Champagne Brut;Besserat de Bellefon;0,75 l;76.99;102.65;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AOC Champagne;;Pinot Noir, ;Erittäin kuiva, hapokas, elegantti, luumuinen, mineraalinen;pullo;luonnonkorkki;12.May;6.Jan;8;;;;70.0;tilausvalikoima;3,5074E+12
564257;Besserat de Bellefon Millésime Champagne Brut 2008;Besserat de Bellefon;0,75 l;70.98;94.51;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;2008;AC Champagne;;Chardonnay, Pinot Meunier, Pinot Noir, ;Erittäin kuiva, hapokas, sitruunainen, keltaluumuinen, mantelinen, kevyen kermainen, mineraalinen, paahtoleipäinen;pullo;luonnonkorkki;12.May;9.Mar;8;;;;70.0;vakiovalikoima;3,5074E+12
950134;Billecart-Salmon Champagne Demi-Sec;Billecart-Salmon;0,75 l;49.69;66.25;;B10;kuohuviinit & samppanjat;Pehmeä & kepeä;;;Ranska;Champagne;;AC Champagne;Saattaa sisältää sakkaa;Pinot Meunier, Pinot Noir, Chardonnay, ;Puolimakea, keskihapokas, briossinen, omenainen, kukkainen;pullo;luonnonkorkki;12.0;6.Jan;45;;;;90.0;tilausvalikoima;3,11394E+12
932527;Billecart-Salmon Rosé Champagne Brut;Billecart-Salmon;0,75 l;76.90;102.4;;B10;kuohuviinit & samppanjat;Vivahteikas & ryhdikäs;;;Ranska;Champagne;;AC Champagne;;Chardonnay, Pinot Noir, Pinot Meunier, ;Erittäin kuiva, erittäin hapokas, kypsän sitruksinen, metsämarjainen, kirsikkainen, mineraalinen, paahteinen;pullo;;12.0;6.Jun;10;;;;70.0;vakiovalikoima;3,11394E+12
